,episode,iteration,reward,gamma
0,35.0,1.0,-1.0,0.4
1,35.0,2.0,-1.4,0.4
2,35.0,3.0,-1.56,0.4
3,35.0,4.0,-1.624,0.4
4,35.0,5.0,-1.6496000000000002,0.4
5,35.0,6.0,-1.6598400000000002,0.4
6,35.0,7.0,-1.6639360000000003,0.4
7,35.0,8.0,-1.6655744000000003,0.4
8,35.0,9.0,-1.6662297600000004,0.4
9,35.0,10.0,-1.6664919040000004,0.4
10,35.0,11.0,-1.6665967616000004,0.4
11,35.0,12.0,-1.6666387046400004,0.4
12,35.0,13.0,-1.6666554818560004,0.4
13,35.0,14.0,-1.6666621927424004,0.4
14,35.0,15.0,-1.6666648770969603,0.4
15,35.0,16.0,-1.6666659508387842,0.4
16,35.0,17.0,-1.6666663803355137,0.4
17,35.0,18.0,-1.6666665521342057,0.4
18,35.0,19.0,-1.6666666208536824,0.4
19,35.0,20.0,-1.6666666483414732,0.4
20,35.0,21.0,-1.6666666593365895,0.4
21,35.0,22.0,-1.6666666637346361,0.4
22,35.0,23.0,-1.6666666654938547,0.4
23,35.0,24.0,-1.6666666661975422,0.4
24,35.0,25.0,-1.6666666664790173,0.4
25,35.0,26.0,-1.6666666665916072,0.4
26,35.0,27.0,-1.6666666666366432,0.4
27,35.0,28.0,-1.6666666666546577,0.4
28,35.0,29.0,-1.6666666666618635,0.4
29,35.0,30.0,-1.6666666666647458,0.4
30,35.0,31.0,-1.6666666666658987,0.4
31,35.0,32.0,-1.6666666666663599,0.4
32,35.0,33.0,-1.6666666666665444,0.4
33,35.0,34.0,-1.6666666666666181,0.4
34,35.0,35.0,-1.6666666666666476,0.4
35,35.0,36.0,-1.6666666666666594,0.4
36,35.0,37.0,-1.666666666666664,0.4
37,35.0,38.0,-1.666666666666666,0.4
38,35.0,39.0,-1.6666666666666667,0.4
39,35.0,40.0,-1.666666666666667,0.4
40,35.0,41.0,-1.6666666666666672,0.4
41,35.0,42.0,-1.6666666666666672,0.4
42,35.0,43.0,-1.6666666666666672,0.4
43,35.0,44.0,-1.6666666666666672,0.4
44,35.0,45.0,-1.6666666666666672,0.4
45,35.0,46.0,-1.6666666666666672,0.4
46,35.0,47.0,-1.6666666666666672,0.4
47,35.0,48.0,-1.6666666666666672,0.4
48,35.0,49.0,-1.6666666666666672,0.4
